Title	Abstract	Journal	Date of Publication	Authors	PMID
Medical oxygen and respiratory support requirements for patients hospitalised with COVID-19 in 23 low-income and middle-income countries: a prospective, observational cohort study.	BACKGROUND: The COVID-19 pandemic highlighted a global shortage of, and inequity of access to, medical oxygen. Understanding patient outcomes and the capacities of health facilities to provide respiratory support including oxygen is key to matching need and demand. We report results from a global study including 23 low-income and middle-income countries. METHODS: For this prospective, observational cohort study, consecutive patients aged 12 years or older with suspected or confirmed COVID-19 and evidence of respiratory distress were prospectively recruited within 24 h of hospital admission. Hospitals from 23 low-income and middle-income countries were included, representing all WHO regions. Baseline demographic and clinical data were collected, and daily follow-ups were recorded for in-hospital outcomes and respiratory support types. At the facility level, we assessed sources of oxygen and electricity, infrastructural and staffing capacity for critical care provision, and the capabilities of the facility for advanced respiratory support. The primary outcome was 30-day in-hospital mortality. This study was registered on ClinicalTrials.gov (NCT04918875). FINDINGS: Between Jan 24 and Nov 22, 2022, 56 sites took part. Of 53 726 patients screened, 3070 were enrolled. 1814 (61.6%) of 2947 patients had two or more underlying medical conditions and initially received oxygen through nasal cannula or non-rebreather face masks with reservoir. Invasive mechanical ventilation was most frequently used in patients recruited in the Americas (75 [26.4%] of 284 patients) and in the Eastern Mediterranean (90 [18.0%] of 499 patients). The overall mortality was 649 (23.4%) of 2779 patients, varying by region from 53 (10.5%) of 506 patients in South-East Asia to 286 (37.6%) of 760 patients in Africa. Mortality was associated with the maximum level of respiratory support received: from 17 (8.6%) of 198 patients who received no oxygen, 99 (38.4%) of 258 patients for non-rebreather reservoir bags, and 205 (62.9%) of 326 for invasive ventilation. INTERPRETATION: The availability and use of oxygen support options in low-income and middle-income countries are highly variable but appear significantly less in the African region. Mortality might be associated with a lack of access to oxygen, which varied across WHO regions but was highest in Africa. Despite many lessons learned from the COVID-19 pandemic, inequity in access to medical oxygen remains a challenge that WHO and partners must address in the post-pandemic era to avoid preventable deaths. FUNDING: UNITAID.	The Lancet. Global health	2026 Feb	['Relan P', 'Rylance J', 'Arabi YM', 'Convocar P', 'Rolland M', 'Diaz JV']	41519152
Differences in influenza vaccine effectiveness by sex among adults hospitalized with acute respiratory illness-IVY network, January 24, 2022-September 1, 2024.	This analysis assessed differences in influenza vaccine effectiveness (VE) and severe in-hospital outcomes between U.S. male and female adults hospitalized with laboratory-confirmed influenza in a multi-center network during 2022-2024. Compared with men, women hospitalized with influenza were less likely to smoke (21.5 % vs 25.3 %, P = 0.02), to have COPD (21.9 % vs 22.7 %, P < 0.001), and to be admitted to an intensive care unit once hospitalized (17.3 % vs 20.7 %, P = 0.04). Influenza VE (95 % confidence interval [CI]) was significantly higher in women aged >/=50 years compared with men aged >/=50 years (48.5 % [39.2 %-56.4 %] vs 26.2 % [13.0 %-37.5 %]). VE was slightly lower in women aged 18-49 years compared with women >/=50 years (46.2 % [95 % CI: 24.2 %-61.8 % vs 61.3 % [41.0 %-74.6 %]) but significantly lower in men aged >/=50 years compared with men aged 18-49 years (61.3 % [41.0 %-74.6 %] vs 26.2 % [13.0 %-37.5 %]). Disaggregation of sex should be considered in future influenza VE studies.	Vaccine	2026 Jan 9	['Harker EJ', 'Lewis NM', 'Johnson CA', 'Zhu Y', 'Self WH', 'Halasa N', 'Chappell JD', 'Grijalva CG', 'Safdar B', 'Gaglani M', 'Columbus C', 'Steingrub J', 'Shapiro N', 'Duggal A', 'Busse L', 'Giles L', 'Peltan I', 'Hager D', 'Mohamed A', 'Exline M', 'Khan A', 'Tam GK', 'Qadir N', 'Mosier J', 'Ginde A', 'Mohr N', 'Mallow C', 'Leis A', 'Lauring A', 'Harris E', 'Johnson N', 'Gibbs K', 'Kwon J', 'Surie D', 'Dawood FS', 'Ellington S']	41518970
Real-world COVID-19 immunity in multiple sclerosis (CoVaR-MS): A longitudinal follow up study.	COVID-19 vaccination in Multiple Sclerosis (MS) has continued clinical relevance. Complex dosing and variability in immunosuppression/ immunomodulation from disease modifying treatments (DMTs) necessitate real-world studies of COVID-19 immunity. We aimed to evaluate if PwMS develop adequate and persistent serological and cellular COVID-19 immunity after vaccination. We conducted a real-world longitudinal study (n = 235) including PwMS (n = 205; Alemtuzumab, Dimethyl fumarate, Fingolimod, Interferon, Natalizumab, Ocrelizumab, no-DMT) and Healthy volunteers (HV) (n = 30). Serological and cellular immunity was tested at </=18 and </=24-month after completed COVID-19 vaccine-course. 97 % of both HV and PwMS were immune at </=18-month, and 96.9 % PwMS and 100 % HV at </=24-month, (OR 0.33, 95 % CI (0.09, 0.93), p = 0.05)). Both groups showed similar cellular immunity at both timepoints. Vaccine Adverse effects incidence was similar too. PwMS on Ocrelizumab were significantly less likely to have low serological immunity (p < 0.001 at both timepoints). They were more likely to have intact T cell responses than HV (OR 5.4, 95 % CI 1.28-22.60). Despite this, they had higher infections per person year. PwMS on Fingolimod also had low serological immunity (Odd's ratio 0.33; CI 0.11-0.97) which stayed low despite boosters and only 6 % showed intact cellular immunity, probably due to lymphopenia. Other DMT-treated PwMS (Natalizumab, Dimethyl Fumarate, Interferon, and no no-DMT) showed comparable COVID-19 serological and cellular immunity as HV. We report COVID-19 immunity clearly over time and across various DMT-groups. Ocrelizumab lowered serological but maintained cellular immunity; whilst Fingolimod lowered both. Data support boosters in PwMS, more so on Ocrelizumab and Fingolimod.	Multiple sclerosis and related disorders	2025 Dec 24	['Kalra S', 'Jenkinson D', 'Goddard S', 'Banavathi K', 'Salim O', 'Abraham RJ', 'Jordan KP']	41518821
Effect of sodium zirconium cyclosilicate approval on the management of acute hyperkalemia in Japan: Interrupted time series analysis.	INTRODUCTION: The impact of the new potassium binder sodium zirconium cyclosilicate (SZC) on the real-world management of acute hyperkalemia remains unknown. The aim of this study was to evaluate changes in treatment strategies and clinical outcomes for acute hyperkalemia following the approval of SZC in Japan. METHODS: We conducted a retrospective cohort study using the RWD database, a nationwide electronic medical record and claims database in Japan, including adult patients who were hospitalized with hyperkalemia (serum potassium >/=5.5 mmol/L) between April 2015 and December 2024. Using an interrupted time series analysis, we evaluated changes in outcomes following SZC approval in April 2020. The post-approval period was stratified to distinguish the effects of the coronavirus disease 2019 (COVID-19) pandemic. The primary outcome was the monthly proportion of patients receiving renal replacement therapy (RRT). Secondary outcomes included in-hospital mortality, intensive care unit (ICU) admission, and maintenance hemodialysis initiation. RESULTS: Overall, 38,540 hospitalizations were included. While no significant immediate change in RRT use occurred upon SZC approval, a significant decreasing trend was subsequently observed (slope change, -0.7% per month; 95% confidence interval (CI), -1.2 to -0.1%). This downward trend in RRT use was highly pronounced after the COVID-19 pandemic ended. A significant decreasing trend in ICU admissions was observed in the post-pandemic period (slope change, -4.2% per month; 95% CI, -6.6 to -1.7%). Trends of in-hospital mortality and maintenance hemodialysis initiation did not significantly change. CONCLUSIONS: Following SZC approval, a decreasing trend in the use of RRT for acute hyperkalemia was observed, along with a post-pandemic decrease in ICU admissions. These trends were not accompanied by an observable increase in in-hospital mortality or initiation of maintenance hemodialysis.	American journal of nephrology	2026 Jan 10	['Shimada H', 'Mizuno K', 'Kawakami K']	41518630
Evaluating the Effectiveness of 2024-2025 Seasonal mRNA-1273 Vaccination Against COVID-19-Related Hospitalizations and Medically Attended COVID-19 Among Adults Aged >/= 18 years in the United States: An Observational Matched Cohort Study.	INTRODUCTION: This study evaluated the effectiveness of Moderna's updated mRNA-1273 vaccine targeting the KP.2 variant, compared to people who did not receive any 2024-2025 COVID-19 vaccine, in preventing COVID-19-associated hospitalizations and medically-attended COVID-19 among adults aged >/= 18 years in the United States during the 2024-2025 season. METHODS: Data were extracted from linked administrative healthcare claims and electronic health records (EHR) for vaccinations from 23 August 2024 through 23 April 2025 and followed through 30 April 2025. We conducted a retrospective matched cohort study with propensity score weighting to adjust for differences between groups to assess vaccine effectiveness (VE) against COVID-19 outcomes. VE was calculated as 1 minus the hazard ratio (HR) from Cox proportional hazards models. RESULTS: Overall, 596,248 mRNA-1273 KP.2 vaccine recipients were matched 1:1 to unexposed adults. The mean (standard deviation) age was 63 (17) years, with more than half of the population being 65 years or older. Approximately 70% of individuals had an underlying medical condition making them high-risk for severe outcomes for COVID-19. VE was 52.8% [95% confidence interval (CI) 34.8%, 65.8%] against COVID-19-related hospitalization and 39.4% (35.0%, 43.5%) against medically-attended COVID-19 over a median follow-up of 55 (interquartile range 32-77) days in an interim analysis. The VE was sustained throughout the entire study period and shown to be 45.2% (37.7%, 51.8%) against COVID-19-related hospitalizations and 33.1% (30.6-35.4%) against medically-attended COVID-19 over a median follow-up of 127 (interquartile range 84-173) days. CONCLUSION: The mRNA-1273 KP.2 vaccine demonstrated significant incremental effectiveness in preventing hospitalization with COVID-19 and medically-attended COVID-19 in adults during the 2024-2025 season to date. The VE was sustained with longer median follow up time. These findings support ongoing vaccination efforts to mitigate the public health impact of COVID-19.	Infectious diseases and therapy	2026 Jan 10	['Vicic N', 'Bogdanov A', 'Zheng Z', 'Ryan T', 'Zeng N', 'Joshi K', 'Lu T', 'Bonafede M', 'Araujo AB', 'Wilson A']	41518551
Social and Healthcare Disruptions Due to the COVID-19 Pandemic and Associations with Psychosocial Well-Being Among Cancer Survivors With and Without HIV: Findings from the MACS/WIHS Combined Cohort Study.	People with HIV (PWH) with a history of cancer are more likely to experience poor psychosocial well-being compared to those without HIV. This study aims to assess the associations between social and healthcare disruptions due to the COVID-19 pandemic with psychosocial well-being among cancer survivors with and without HIV. A cross-sectional survey was conducted between April and September 2020 among participants of the MACS/WIHS Combined Cohort Study with a history of cancer. The primary exposures were social disruptions (loss of job, child care, financial support, housing, and health insurance) and healthcare disruptions (unable to attend a healthcare appointment, obtain medications, and afford medical care). Psychosocial outcomes included depressive symptoms, anxiety symptoms, stress, loneliness, social support, social support satisfaction, and resilient coping. We estimated adjusted prevalence ratios (aPRs) with 95% confidence intervals (95% CIs) using multivariable Poisson regression. Cancer survivors (N = 452) included 63.7% PWH and 51.5% men. Overall, PWH were more likely to experience social disruptions compared to those without HIV (49.6% vs. 36.6%; p = 0.008). Among cancer survivors with HIV, two or more social disruptions were associated with high depressive symptoms (aPR = 2.19, 95% CI = 1.56, 3.08), anxiety symptoms (aPR = 2.36, 95% CI = 1.25, 4.48), stress (aPR = 3.32, 95% CI = 1.25, 8.79), and loneliness (aPR = 2.16, 95% CI = 1.25, 3.74), and one or more healthcare disruptions were associated with high depressive symptoms (aPR = 1.53, 95% CI = 1.22, 1.94), stress (aPR = 2.92, 95% CI = 1.53, 5.58), loneliness (aPR = 1.78, 95% CI = 1.23, 2.57), and low social support (aPR = 1.75, 95% CI = 1.08, 2.82). Disruptions were associated with poorer mental health among PWH but not among people without HIV.	AIDS and behavior	2026 Jan 10	"['Rodriguez OG', 'Lin YC', 'Landon C', 'Sun J', 'Stosor V', 'Hussain S', 'Ho K', 'Risley C', 'Fischl M', 'Collins LF', 'Floris-Moore M', 'Cohen M', 'Wang CC', 'Spence A', 'Gustafson D', 'Adedimeji A', 'Camacho-Rivera M', 'Friedman MR', ""D'Souza G"", 'Islam JY']"	41518460
Quantitative Tissue Proteomics Reveals Protein Signatures Associated with SARS-CoV-2 Variant Infection in Hamsters.	Since its emergence in 2019, circulating SARS-CoV-2 has been dominated by waves of genetically distinct variants with varying pathogenicity. Understanding the multidimensional responses to SARS-CoV-2 infection and their associations with pathogenesis is critical for developing therapies to prevent severe illness and death. Here, we applied quantitative proteome and phosphoproteome analyses to compare host responses to infections with an ancestral variant (WA-1/2020), a Delta variant (B.1.617.2), and an Omicron variant (BA.1) of SARS-CoV-2 in Syrian golden hamster tissues at 5 days postinfection, when peak inflammatory responses were observed. As has been observed by others, animals infected with the Delta variant lost more weight than those infected with other variants, and this effect was associated with decreased cilia proteins in the trachea tissue and increased signatures of fibrosis in lung tissue. Phosphoproteome analysis revealed a downregulation of Raf-MEK-ERK signaling across all variants, suggesting a suppressed proliferative response in tissues following SARS-CoV-2 infection. These data provide critical in vivo confirmation of observations from in vitro studies and provide a quantitative tissue- and SARS-CoV-2 variant-specific resource of proteome and phosphoproteome responses.	Journal of proteome research	2026 Jan 10	['Frere JJ', 'Bonaventure B', 'Rosberger HT', 'Kurland AP', 'Sachs D', 'Patel AR', 'Garg A', 'Gonzalez M', 'tenOever BR', 'Lim JK', 'Johnson JR']	41518346
Patients Suffering From Post-COVID-19 Syndrome Feature Enhanced Antibody Reactivity Towards Specific Linear Epitopes Within EBV EBNA1.	Post-COVID-19 syndrome (PCS; also known as post-acute sequelae of COVID-19, PASC and Long COVID) manifests with various clinical symptoms of unclear aetiology that persist or develop months after acute infection with SARS-CoV-2. Potential triggers for PCS include reactivation of latent viruses and autoimmune reactions. In our retrospective cross-sectional and explorative study we compared 48 PCS patients with 48 individuals that recovered fully from COVID-19 (convalescents, CC). We focused on characterising humoral immunity by recording IgG antibody reactivity patterns against Epstein-Barr virus (EBV) EBNA1 antigen using peptide microarray and ELISA methodology as well as determining the presence of autoantibodies. The overall binding landscape of IgG antibodies for the EBV EBNA1 protein was similar for the patients with sequelae versus the convalescents. However, the PCS patients displayed stronger reactivity for epitopes contained within the glycine-alanine repeat region of EBNA1, in particular residues 90-325, and within the central part, amino acids 393-420. Intriguingly, in the latter case, the EBNA1 peptide (residues 405-419) that discriminated the PCS and CC cohorts was localised in a different segment C-terminal from the sequence proposed to be mechanistically associated with multiple sclerosis. The screening for autoantibodies against nuclear/cytoplasmic antigens in HEp-2 cells and against CRYAB, cardiolipin, beta-2-glycoprotein I, IFN-alpha2, IFN-omega, and IL-15 antigens did neither reveal higher prevalence nor increased reactivity in the PCS patients compared to the convalescents. In conclusion, elevated antibody levels against linear peptides derived from residues 90-325 and 405-419 of EBV EBNA1 were the most distinctive characteristics in our cohort of post-COVID-19 syndrome patients.	Scandinavian journal of immunology	2026 Jan	['Lorenz P', 'Steinbeck F', 'Fricke F', 'Mai F', 'Bergmann-Ewert W', 'Wossidlo C', 'Reisinger EC', 'Muller-Hilke B']	41518079
Transforming challenges into growth: a dialogical autoethnography of a japanese woman leader in higher education during COVID-19.	We explored how dialogical autoethnography can illuminate the transformative potential of leadership struggles during COVID-19. Focusing on experiences of the first author-a Japanese woman leader serving as a higher-education institution dean from 2020-2023-we examined how initially negative challenges gradually evolved into growth opportunities. COVID-19 forced institutions to undergo rapid digital transformation in a context where Japan lagged behind other countries, requiring training in new technologies, coping with canceled in-person orientation programs, and addressing rising student isolation and mental health concerns. Students faced suspended study-abroad opportunities and prolonged uncertainty until the emergence of vaccine. The first author shared her experiences through dialogues with the second author, who acted as a dialogical collaborator. We combined emic (insider) and etic (outsider) perspectives through iterative cycles of conversation, transcription, and reflective memo writing, enabling both researchers to trace how overwhelming emotions-e.g., anxiety, frustration, and shame-were gradually reinterpreted as sources of resilience, pride, and professional growth. Dialogical autoethnography uncovers hidden learning in crisis leadership and shows how collaborative reflection helped the first author understand her transformation of vulnerability into strength. We contribute to leadership and higher-education research by offering insights into women's crisis leadership and demonstrating dialogical autoethnography's methodological value.	International review of psychiatry (Abingdon, England)	2026 Jan 10	['Sueda K', 'Okishio M']	41518004
Selection and Characterization of SARS-CoV-2 Spike Binding Clickmers.	Expanding the chemical repertoire of canonical nucleotides is key to unlocking the full functional potential of aptamers for diagnostic use. Herein, click-systematic evolution of ligands by exponential enrichment (SELEX) is employed to generate chemically modified DNA aptamers, termed clickmers, that target the SARS-CoV-2 spike (CoV2-S) glycoprotein. Two independent split-combine selection strategies yield distinct clickmer families functionalized with benzofuran or indole moieties. Lead candidates (BF1 and N2) demonstrate nanomolar affinity for wild-type CoV2-S and maintain binding to multiple variants, including Alpha, Delta, and Mu, as validated by flow cytometry, surface plasmon resonance, and microscale thermophoresis. Structure-function analysis reveals essential click-in positions for both full-length clickmers and a truncated N2 variant, as short as 31 nucleotides, which displays increased binding to the Omicron variant. These results highlight the versatility of the click-SELEX platform and exemplify its successful application to a clinically relevant target, advancing previous developments in the field.	Chembiochem : a European journal of chemical biology	2026 Jan	['Moradzadeh N', 'Jonczyk A', 'Schmitz A', 'Fieberg V', 'Civit L', 'Valero J', 'Famulok M', 'Mayer G']	41517950
Vaccination in the Age of Memes: An Exploration of Digital Health Communication.	"This study explores how internet memes serve as digital communication tools in public health discourse, influencing public perceptions by spreading both accurate and misleading health information. Utilizing a dual qualitative approach, Qualitative Content Analysis (QCA) and Reflexive Thematic Analysis (RTA), this study examined 99 vaccine-related memes shared online during the 2019 and 2025 measles outbreaks and the 2020 COVID-19 pandemic. QCA analyzed rhetorical tones (pathos, ethos, and logos) and vaccine stances (pro, anti, and neutral), while RTA identified key themes. Memes were sampled from Google Images using broad vaccine-related search terms (e.g., ""vaccine meme,"" ""vaccination meme""), allowing inclusion of memes related to a wide range of vaccine-preventable diseases rather than limiting the dataset to any single condition. While memes predominantly targeted emotional appeals (pathos), emergent themes include increased use of logical appeals (logos), political polarization, and anti-vaccine sentiments. Nurses and other public health communicators must counter misinformation and foster evidence-based dialogue to shape digital health literacy. Rhetorical patterns (e.g., humor, emotional resonance, and appeals to credibility) are communication strategies that transcend national boundaries. These findings, therefore, provide a foundation for understanding how similar dynamics might appear in other linguistic and cultural settings, while highlighting the need for ongoing research."	Nursing inquiry	2026 Jan	['Coriasco M', 'Thacker A', 'Van Son C']	41517916
Persistent SARS-CoV-2 Infection in an Immunocompromised Host Treated Successfully With the Japanese Herbal Medicine, Mao-to: A Case Report.	"BACKGROUND Persistent COVID-19 in immunocompromised patients, such as those with B-cell depletion or hematologic malignancies, is an important clinical challenge. Clinically, cases that do not respond to guideline-based antivirals, such as molnupiravir, remdesivir, and nirmatrelvir/ritonavir, are occasionally encountered, but effective therapeutic alternatives remain scarce. We report a case of persistent severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection unresponsive to guideline-based antivirals, for which the traditional Japanese herbal medicine Mao-to (Ma-huang-tang) led to clinical improvement. CASE REPORT A 62-year-old man, who underwent treatment for follicular lymphoma with anti-cluster of differentiation-20 antibody and achieved remission, developed persistent SARS-CoV-2 infection. Despite 1 course of molnupiravir and nirmatrelvir/ritonavir each and multiple courses of remdesivir and corticosteroids each, SARS-CoV-2 infection persisted for over 2 months. Following these treatments, the SARS-CoV-2 polymerase chain reaction cycle threshold (Ct) value was 27.6, indicating active COVID-19. Given the lack of further treatment options and clinical stability, Mao-to (Ma-huang-tang), a Japanese herbal medicine (""Kampo""), was then administered as a commercially available extract granule (2.5 g, 3 times daily) for 14 days. The SARS-CoV-2 polymerase Ct value improved to 41, suggesting a marked reduction in viral load, with improved clinical symptoms. CONCLUSIONS Mao-to may offer a cost-effective adjunctive option for persistent COVID-19 in immunocompromised patients who fail to respond to conventional therapies. In addition, 14 days of Mao-to treatment cost approximately 1200 JPY (USD $8), significantly less than extended courses of standard antivirals. This case suggests the potential utility of traditional herbal medicine in managing persistent SARS-CoV-2 infections when conventional therapies fail."	The American journal of case reports	2026 Jan 10	['Yamada T', 'Sonoda S', 'Otsuka M', 'Shirai T', 'Tateishi T', 'Furusawa H', 'Miyazaki Y']	41517838
Psychological distress in Spanish-speaking countries during the COVID-19 pandemic: A systematic review and meta-analysis.	BACKGROUND: Psychological distress (PD) has increased significantly during the coronavirus disease 2019 (COVID-19) pandemic. In Spanish-speaking countries, with their cultural, social, and economic diversity, this phenomenon has become particularly relevant and has been aggravated by factors such as socioeconomic inequalities and unequal access to mental health services. The aim of this systematic review was to consolidate the available knowledge on PD in Spanish-speaking population groups by assessing both the prevalence of symptoms and the associated factors in different demographic groups and geographic contexts, during the COVID-19 pandemic. METHODS: A systematic review following the PRISMA (Preferred Reporting Items for Systematic reviews and Meta-Analyses) statement was conducted in the Web of Science, PubMed, and Scopus electronic databases in January 2025. The search included studies published from the beginning of the pandemic until May 2023. The Joanna Briggs Institute's critical assessment tool was used to evaluate the chosen studies' methodological quality. RESULTS: A total of 53 studies were included in the review, which involved research conducted in Spain, Peru, Chile, Ecuador, Argentina, and Colombia. The results revealed a high prevalence of PD in these countries, especially among healthcare workers, women, and young people. The assessment methods used included the General Health Questionnaire (GHQ, GHQ-12, and GHQ-28 versions), the Kessler scale (K-6 and K-10 versions), and the 90-symptom checklist questionnaire (SCL-90-R), that allowed obtaining various dimensions of PD. The studies also highlighted the importance of the sense of coherence and work engagement as protective factors. CONCLUSIONS: In the COVID-19 pandemic, PD was analyzed to be severe in Spanish-speaking countries, pointing to the need for specific and culturally adapted interventions to address this public mental health crisis. This is why public health policies must focus on the prevention and treatment of PD, with special attention to the most vulnerable groups.	Medicine	2026 Jan 9	['Escobar-Segovia K', 'Dominguez-Salas S', 'Garcia-Iglesias JJ', 'Lopez-Lopez D', 'Allande-Cusso R', 'Ruiz-Frutos C', 'Artero-Garcia A', 'Gomez-Salgado J']	41517681
Epidemiological trends of depression and anxiety at global, regional, and national level: A population-based observational study from 1990 to 2021 based on Global Burden of Disease 2021.	Mental disorders are significant contributors to the global disease burden, of which depression and anxiety are the most common mental disorders diseases. We aimed to achieve a more accurate representation of the health burden of depression and anxiety using the standardized Global Burden of Disease methodologies. To measure temporal patterns and evaluate trends in age-standardized rates of anxiety and depression, age-standardized prevalence rate (ASPR), age-standardized incidence rate (ASIR), and age-standardized disability-adjusted life years rate (ASDR) are calculated from 1990 to 2021. Temporal trends from 1990 to 2021 were strictly examined by using Joinpoint regression analysis to identify significant changes in trends over time. This methodological approach enabled the calculation of the annual percentage change, the average annual percentage change, and their respective 95% confidence intervals (CIs). The analyses were broken down by gender, 20 age groups, 21 Global Burden of Disease regions, 204 countries/territories, and 5 sociodemographic index (SDI) quintiles. Globally, from 1990 to 2021, ASPR, ASIR, and ASDR for anxiety in 2021 have increased by 0.63 (95% CI: 0.55-0.74), 0.69 (95% CI: 0.61-0.81), and 0.64 (95% CI: 0.55-0.74), respectively. For depression, corresponding increases were 0.36 (95% CI: 0.3-0.45), 0.49 (95% CI: 0.4-0.63), and 0.43 (95% CI: 0.35-0.54), respectively. Gender comparisons and geographical and demographic distribution showed notable differences in the 2 diseases burden. The specific manifestation is that females consistently showed higher burden than males for both disorders. High-SDI regions had the highest age-standardized rates for anxiety, whereas for depression, the highest rates were observed in low-SDI regions. From 1990 to 2021, ASPR, ASIR, and ASDR for anxiety and depression exhibited significant annual increases, particularly pronounced during the COVID-19 pandemic. Epidemiological trends during the period emphasize significant disparities in the burden of anxiety and depressive disorders across geographic, demographic, and socioeconomic dimensions. These findings underscore the urgent need for targeted mental health interventions, particularly in high-burden regions like Tropical Latin America and among females and younger populations, to address the rising burden of anxiety and depression.	Medicine	2026 Jan 9	['Chen M', 'Wang Y', 'Tan C']	41517673
Oral Health-Related Quality of Life and Self-Reported Oral Health Status Are Associated with Change in Self-Reported Depression Status: A Cohort Study.	Background/Objectives: Oral health-related quality of life (OHRQoL) may influence mental health outcomes, yet longitudinal evidence on its association with depression remains limited. This study aimed to examine whether oral health status and OHRQoL are associated with a change in self-reported depression status among adults in Japan. Methods: We analyzed data from the Japan COVID-19 and Society Internet Survey (JACSIS), conducted in 2022 and 2023. A total of 15,068 participants aged >/=20 years without depression at baseline were included. Depression status was identified by self-reported measures between the two survey waves. Logistic regression models estimated odds ratios (ORs) and 95% confidence intervals (CIs) for change in self-reported depression status in relation to OHRQoL and oral health status, adjusting for sociodemographic and behavioral factors. Results: During follow-up, 218 participants (1.45%) reported a change in self-reported depression status. Poorer OHRQoL was significantly associated with a change in self-reported depression status (OR: 1.018; 95% CI: 1.001-1.036; p = 0.039). Additional risk factors included younger age (OR: 0.974; 95% CI: 0.964-0.985), participation in hobbies and cultural activities (OR: 2.224; 95% CI: 1.498-3.302), habitual use of sleeping pills or anxiolytics (current use OR: 3.512; 95% CI: 2.267-5.442), increased loneliness (OR: 1.217; 95% CI: 1.140-1.299), lower life satisfaction (OR: 0.900; 95% CI: 0.836-0.969), and poor self-rated health (OR: 2.921; 95% CI: 1.810-4.715). Conclusions: Impaired OHRQoL was associated with a change in self-reported depression status, potentially through psychosocial mechanisms. These findings suggest that oral health and OHRQoL may be relevant factors to consider in integrated oral and mental health approaches in clinical practice.	Journal of clinical medicine	2026 Jan 4	['Takeuchi N', 'Maruyama T', 'Toyama N', 'Katsube Y', 'Tabuchi T', 'Ekuni D']	41517624
Cross-Sectional Study on Electrocardiographic Disorders in Patients with Ankylosing Spondylitis in Real-World Conditions.	Background/Objectives: Ankylosing spondylitis (AS) has been associated with various comorbidities, including cardiovascular morbidity. Recent studies suggest that certain arrhythmias may be more frequent in AS patients than in the general population. The aim of this study was to analyze the prevalence of electric heart disorders (EHD) in patients with AS in real-world conditions and compare them with those reported in the general population. Methods: Descriptive cross-sectional study aiming to determine the prevalence of EHD in AS in pre-COVID-19 period. EHD were analyzed in a resting ECG and 24 h Holter monitoring. Additionally, the association between clinical and demographic variables was analyzed. Results: Among 121 patients with AS (62% men; mean +/- SD age 54.6 +/- 15.6 years; median [IQR] disease duration 14 (8-20) years), 18.2% presented any EHD, including 9.1% with supraventricular tachyarrhythmias (SVT) (5% atrial fibrillation [AF]) and 7.4% with atrioventricular block (AVB). Clinically relevant disorders (>/=2nd-degree AVB or SVT) were observed in 9.9% of patients. In adjusted analyses, SVT was independently associated with older age and higher BMI, while any conduction delay and clinically relevant EHD were associated with age, hypertension, and disease-modifying antirheumatic-drug treatment duration. Comparisons with previous population-based studies showed similar data, with a non-significant trend toward higher AF prevalence in AS patients. Conclusions: There appears to be a trend toward a higher prevalence of arrhythmias in patients with AS in real-world conditions, which could have clinical and therapeutic implications. An association between EHD and pro-inflammatory conditions such as age and BMI was observed, supporting the hypothesis that underlying inflammation might contribute to increased arrhythmogenicity.	Journal of clinical medicine	2026 Jan 3	['Rodriguez-Lopez C', 'Soler Bonafont B', 'Gamarra A', 'Diez-Villanueva P', 'Jimenez-Borreguero LJ', 'Uriarte-Ecenarro M', 'Vicente-Rabaneda EF', 'Gonzalez-Gay MA', 'Alfonso F', 'Castaneda S']	41517610
Association Between Obesity and Post-COVID-19 Condition in Military Conscripts.	Objectives: Obesity has been suggested as a possible risk factor for the post-COVID-19 condition, but most studies rely only on body mass index (BMI), which does not reflect body fat distribution. Waist-to-height ratio (WHtR) is a simple anthropometric indicator of central obesity and a practical proxy for body fat distribution, yet it has not been studied in relation to the post-COVID-19 condition. This study aimed to examine whether obesity, measured by BMI and WHtR, is associated with the post-COVID-19 condition. Methods: A total of 500 male military conscripts (aged 18 years) underwent anthropometric measurements (height, weight, and waist circumference). Participants with prior COVID-19 were asked whether they had persistent or new symptoms after infection. BMI categories followed WHO definitions, and WHtR >/= 0.50 was used to define central obesity. Results: Of the 376 participants who had previously experienced COVID-19, 82 (21%) experienced the post-COVID-19 condition. Obesity (BMI >/= 30) was more common among those with the post-COVID-19 condition than those without (15% vs. 5%). BMI-defined obesity was associated with higher odds of the post-COVID-19 condition (OR 2.80, 95%CI 1.25-6.24). Central obesity was also more frequent in the post-COVID-19 condition (26% vs. 14%) and was linked to increased odds as well (OR 2.18, 95% CI 1.20-3.97). Conclusions: Both BMI-defined obesity and central obesity were associated with the post-COVID-19 condition. While WHtR does not directly quantify body fat distribution, it represents a simple and feasible anthropometric indicator. Therefore, it may be an additional useful tool for identifying individuals at higher risk of prolonged symptoms after COVID-19 infection.	Journal of clinical medicine	2026 Jan 3	['Domanyi R', 'Maitz E', 'Andrianakis A']	41517604
