Title	Abstract	Journal	Date of Publication	Authors	PMID
Information Needs and Preferences of Men With Breast Cancer: A Qualitative Analysis of Internet Forum Posts.	"BACKGROUND AND AIMS: Sex-/gender-specific health information for men with breast cancer is lacking. Health information supports patients in shared decision-making. When developing evidence-based health information, it is important to identify the patients' information needs and preferences with regard to age, sex or gender, and other diversity aspects, including how the content is provided for the target group. However, studies show that sex/gender differences have rarely been considered. Our study investigates the information needs and preferences of cisgender men with breast cancer. METHODS: A content-structuring, qualitative content analysis of forum posts was performed. Internet forums and posts were selected according to the following criteria: relevance of the topic, English or German language, and public availability without registration. A qualitative content analysis according to Kuckartz was conducted. The selected posts were coded using MAXQDA. RESULTS: A total of 1025 posts from three Internet forums were screened, and 96 posts were included for analysis-most of them from a German Internet forum. We identified seven main categories and 26 subcategories. Information needs and preferences are represented by the following main categories: ""Epidemiology and general questions about the disease,"" ""Diagnostics,"" ""Therapy,"" ""Physician specialist services,"" ""Rehabilitation and lifestyle adaption,"" and ""Mental health."" Additionally, the ""Preference for and access to current information"" plays a role for the patients. CONCLUSIONS: Our study provides new insights into the information needs and preferences of men with breast cancer, mainly from German-speaking countries. Providing accurate and reliable health information that meets patients' needs and preferences is an ethical duty and has to be provided by healthcare systems. Such patient-centered and inclusive health care will empower patients to make informed decisions."	The breast journal	2026	['Schemmel N', 'Lauberger J', 'Luhnen J', 'Steckelberg A']	41524023
The Effectiveness of Mindfulness-Based Interventions for Depressive Symptoms and Their Relationship to Interoceptive Awareness: A Systematic Review.	BACKGROUND: This systematic review aimed to investigate the effectiveness of mindfulness-based interventions (MBIs) in treating depression, enhancing interoceptive awareness (IA), and whether IA mediates this relationship. METHODS: In August 2024, a comprehensive literature search was conducted in web-based medical and psychological databases, including PsycINFO, MEDLINE, and Scopus, following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Studies were included if they were quantitative, peer-reviewed, in English, used MBIs derived from Mindfulness-based Stress Reduction (MBSR), Mindfulness-based Cognitive Therapy (MBCT), or Mindfulness-integrated Cognitive Behavioural Therapy (MiCBT), included a control/comparison group, pre- and post-intervention measures, assessed depressive symptoms and IA in adults over 18, and had at least 20 participants. Exclusion criteria included non-English publications, dissertations, case studies, qualitative research, therapies not derived from the specified MBIs, and studies with under 20 participants or individuals under 18. Methodological quality and risk of bias were assessed. RESULTS: Six studies involving 646 participants met the inclusion criteria. All MBIs (MBCT, MBSR, MiCBT, Mindfulness-based Cancer Recovery, and Mindful Awareness in Body-Oriented Therapy) significantly reduced depressive symptomology and improved IA across varying effect sizes, with IA identified as a partial mediator. CONCLUSIONS: MBIs appear to alleviate depressive symptoms and improve IA, with one study finding IA as a mediator. Limitations included limited literature, search term specificity, heterogeneity and mixed evidence quality. Future research should explore IA's mediating role, develop a standardised IA measure, and integrate IA into broader treatment modalities to enhance outcomes. THE PROSPERO REGISTRATION: CRD42023457300, https://www.crd.york.ac.uk/PROSPERO/view/CRD42023457300.	Alpha psychiatry	2025 Dec	['Knep S', 'Shires A']	41523976
Survivorship Issues in Older Adults with Breast Cancer.	PURPOSE OF REVIEW: The number of older adult breast cancer survivors is increasing. This growing demographic comprises both women diagnosed with breast cancer when they are 65 years or older as well as women diagnosed in younger adulthood who then survive to elderhood. Older adult breast cancer survivors face unique challenges, including possible increased baseline comorbidity, symptom burden and a greater propensity to experience functional and cognitive decline after treatment. RECENT FINDINGS: This review outlines survivorship concerns affecting older adults with a history of breast cancer, including osteoporosis, increased risks of hip fractures, and worsened survival associated with the development of comorbidity. The review also acknowledges the existing interventions to identify and mitigate survivorship concerns of older adults including comprehensive geriatric assessments. SUMMARY: Highlighting the unique needs of this population may better inform treatment decision-making at the time of diagnosis and identify opportunities for future investigation in this realm.	Current breast cancer reports	2025 Dec	['Morton CR', 'Lorentzen EH', 'Minami CA']	41523952
Perineal Verrucous Carcinoma Associated With Hypercalcemia: First Clinical Report of Parathyroid Hormone-Related Protein-producing Tumor.	Cancer-related hypercalcemia typically indicates poor prognosis and occurs most commonly in squamous cell carcinoma cases. However, its occurrence in patients with verrucous carcinoma, a clinically indolent subtype, has never been reported. We present the first documented case of verrucous carcinoma-related hypercalcemia caused by parathyroid hormone-related protein (PTHrP) production. A 49-year-old man presented with weight loss, fatigue, and severe hypercalcemia. He had a 3-year history of a scrotal mass that was diagnosed as perineal verrucous carcinoma based on histopathologic examination. Laboratory results revealed markedly elevated calcium (13.0 mg/dL) and PTHrP (6.6 pmol/L) levels, confirming tumor-associated hypercalcemia. The cauliflower-like tumor measuring 17 x 15 cm involved the penis and scrotum. Complete surgical resection with bilateral inguinal lymph node dissection was performed. Split-thickness skin grafts provided wound coverage over the large perineal defect. Immunohistochemical staining confirmed PTHrP production by tumor cells that had invaded beyond the basement membrane. Postoperative calcium (9.8 mg/dL) and PTHrP (<1.1 pmol/L) levels normalized rapidly. Histopathology confirmed verrucous carcinoma with dermal invasion; however, no lymph node metastasis occurred. Pseudomonas aeruginosa infection developed but resolved with topical treatment. Six-month follow-up magnetic resonance imaging showed no recurrence with sustained hypercalcemia resolution. This first documented case linking PTHrP-mediated hypercalcemia to verrucous carcinoma demonstrates that paraneoplastic hypercalcemia can occur in this typically indolent malignancy when dermal invasion occurs. Recognition of this rare syndrome is crucial for optimal management. Complete surgical excision achieved both oncological control and resolution of systemic complications, highlighting the importance of aggressive treatment when basement membrane invasion is present.	Plastic and reconstructive surgery. Global open	2026 Jan	['Oka W', 'Kuwahara H', 'Motoda N', 'Ishikawa M', 'Ogawa R', 'Akaishi S']	41523918
Integrated Multiomics Analysis Reveals a Migrasome-Related Signature for Prognosis and Immunotherapy Response in Lung Adenocarcinoma.	"BACKGROUND: Migrasomes, a newly identified subtype of extracellular vesicles generated during cell migration, play crucial roles in tumor microenvironment modulation. However, their systematic characterization in lung adenocarcinoma (LUAD) remains unexplored. This study is aimed at deciphering migrasome-related molecular features and their clinical significance through multiomics integration. METHODS: We integrated bulk transcriptomes (541 LUAD samples from TCGA/GEO) with single-cell RNA-seq (GSE156632). Migrasome-related genes (MIGgenes) were identified through WGCNA and differential expression analysis. A machine learning framework incorporating 10 algorithms generated 101 combinatorial models, with the optimal prognostic signature (MIGsig) selected via 10-fold cross-validation. Biological mechanisms were investigated through ssGSEA, TME analysis, and in vitro validation. RESULTS: Our analysis revealed significant migrasome activity enrichment in endothelial cells and fibroblasts, with 115 cross-omics MIGgenes identified including 31 prognostic markers. The Lasso-Cox-derived 3-gene signature (GSTM5/DNASE1L3/PDGFB) demonstrated robust predictive performance (training set C index = 0.703; validation set GSE50081 AUC = 0.678). The low-MIGsig group exhibited characteristic ""hot tumor"" features, including elevated immune infiltration and higher tumor mutational burden, and significantly improved immunotherapy response rates in the IMvigor210 cohort. Finally, MIGsig-related genes were further validated by in vitro experiments and public database. CONCLUSIONS: This study establishes the first migrasome-based prognostic model for LUAD, demonstrating both independent survival prediction capability and clinical utility for identifying immunotherapy beneficiaries. The MIGsig signature provides novel biological insights into migrasome-mediated tumor-immune interactions and represents a promising tool for precision oncology applications in LUAD management."	Human mutation	2026	['Zhou J', 'Song T', 'Wang N', 'Liang C', 'Jiang M', 'Zhang X', 'Gao H', 'Feng Q', 'Nair S']	41523912
Itaconate-Related Gene Signatures as Prognostic Markers in Colon Cancer: Insights From Transcriptomic and Spatial Analysis.	Colon cancer is one of the most prevalent malignant tumors. Accurate evaluation of patient prognosis and optimization of treatment strategies continue to be major research focuses in colon cancer. Based on The Cancer Genome Atlas (TCGA) database, this study is the first to comprehensively analyze the expression, biological roles, and prognosis of itaconate and Hallmark pathway-related genes in colon cancer using bulk transcriptomics, single-cell transcriptomics, and spatial transcriptomics data. Through strict screening in 448 colon cancer patients from TCGA database (training set) and 7 colon cancer prognostic models from the Gene Expression Omnibus (GEO) database (including 1473 cases in the validation set), 10 prognosis-related genes (TIMP1, FJX1, CD36, CXCL1, ETS2, CDKN2A, INHBB, PLEC, TUBB2, and P4HA1) were selected. The optimal prognostic prediction model (Enet [alpha = 0.2]) was constructed and validated, which showed good prognostic predictive value in both the training and validation sets (average C-index > 0.7) and was superior to previous conventional clinical features and 22 prognostic models developed by researchers in the past 4 years. ScRNAseq (GSE225857) and spatial transcriptomics analyses clarified the cell-specific expression and spatial distribution characteristics of these genes in the tumor microenvironment (TME), with high functional scores mainly enriched in epithelial and stromal cells. Tissue microarray (TMA) showed that the high-risk group had higher tumor mutation burden (TMB) and higher expression of immune checkpoint genes, suggesting higher sensitivity to immunotherapy. Drug sensitivity analysis identified four potentially effective drugs, such as sepantronium bromide, which had better effects on high-risk patients. This study provides a theoretical basis and new targets for precise prognosis and stratified treatment of colon cancer.	Human mutation	2026	['Zhang T', 'Meng J', 'Wang Q', 'Zhang P', 'Li H', 'Wei H', 'Chen D', 'Bai C', 'Nair S']	41523911
De-escalation of axillary surgery after neoadjuvant therapy in breast cancer: long-term outcomes of sentinel lymph node biopsy alone versus complete axillary lymph node dissection.	BACKGROUND: The optimal management of axillary lymph nodes after neoadjuvant systemic therapy (NST) in breast cancer remains controversial. The oncological outcomes of sentinel lymph node biopsy (SLNB) alone compared with axillary lymph node dissection (ALND) after NST are not well established. OBJECTIVE: This study comprehensively evaluated the long-term outcomes of SLNB alone versus ALND following NST in breast cancer patients achieving ycN0 status. DESIGN: A retrospective, multicenter, real-world study. METHODS: Patients initially presenting with clinically node-negative (cN0) or clinically node-positive (cN+) breast cancer who remained or converted to ycN0 after NST (2011-2022) were included. Patients were divided into SLNB-alone and ALND groups. Primary endpoints were disease-free survival (DFS) and overall survival (OS). Secondary endpoints included recurrence rates, local recurrence-free survival (LRFS), regional recurrence-free survival (RRFS), and distant metastasis-free survival (DMFS). Inverse probability of treatment weighting (IPTW) was applied to balance baseline characteristics. RESULTS: A total of 1381 patients were included: 461 received SLNB alone, and 920 underwent ALND. Median follow-up was 34.2 months (range: 1.2-142.6 months). Local (2.8% vs 3.3%, p = 0.656) and regional (2.0% vs 1.3%, p = 0.353) recurrence rates were comparable between SLNB and ALND groups; distant metastases occurred in 5.6% versus 8.5% (p = 0.059). No significant differences in DFS, OS, LRFS, RRFS, or DMFS were observed between the SLNB-alone and ALND groups after IPTW adjustment. Subgroup analyses confirmed similar DFS or OS between the two surgical approaches across initial cN0 and cN+ subgroups; however, patients with initial cN2-3 disease exhibited inferior LRFS with SLNB alone. CONCLUSION: SLNB alone achieves oncologic outcomes comparable to ALND in ycN0 breast cancer patients after NST, regardless of initial nodal status, with caution warranted in initial cN2-3 disease. This suggests that SLNB alone can safely substitute ALND without compromising oncologic outcomes in appropriately selected patients.	Therapeutic advances in medical oncology	2026	['Chen H', 'Qian X', 'Mao L', 'Tao Y', 'Yang Y', 'Gui X', 'Liu Q', 'Yao H']	41523910
Nephrotoxicity secondary to CDK 4/6 inhibitors in advanced breast cancer patients and its impact on survival.	BACKGROUND: Cyclin-dependent kinase 4/6 (CDK4/6) inhibitors have become a cornerstone in the treatment of HR+/HER2- advanced breast cancer. While their efficacy is well-established, emerging reports of nephrotoxicity warrant further investigation into its incidence, risk factors, and potential impact on survival outcomes. OBJECTIVES: This study aimed to evaluate the incidence and risk factors for nephrotoxicity in patients receiving CDK4/6 inhibitors (palbociclib or ribociclib) and to analyze its association with progression-free survival (PFS) and overall survival (OS). DESIGN: This was a single-center, retrospective cohort study. METHODS: We reviewed the medical records of 120 patients with advanced breast cancer treated with palbociclib or ribociclib between October 2018 and July 2024. Nephrotoxicity was defined as a ⩾20% decline in creatinine clearance (CKD-EPI 2021) from baseline. Statistical analyses included descriptive statistics, chi-square tests, t-tests, Kaplan-Meier survival analysis, and Cox regression models. RESULTS: Nephrotoxicity occurred in 28 patients (23.3%). Older age (⩾65 years) and higher baseline urea and creatinine levels were significant risk factors (p < 0.001). Paradoxically, patients who developed nephrotoxicity showed a trend toward better survival outcomes: median PFS was 30 months versus 20 months (p = 0.188), and the 3-year OS rate was 77.9% versus 63.8% (p = 0.801), though these differences were not statistically significant. In multivariate Cox analysis, the development of nephrotoxicity showed a trend toward a 71% reduction in mortality risk (HR = 0.293, p = 0.078), but it was not statistically significant. CONCLUSION: Nephrotoxicity is relatively common in patients treated with CDK4/6 inhibitors, particularly in older individuals and those with elevated baseline renal parameters. Contrary to conventional expectations, its occurrence may be associated with a trend toward improved survival, possibly reflecting higher drug exposure or effective target inhibition. These findings highlight the need for careful renal monitoring and suggest that nephrotoxicity could serve as a potential surrogate marker for treatment efficacy, warranting validation in larger prospective studies.	Therapeutic advances in medical oncology	2026	['Avci T', 'Altunbas AA', 'Sahbazlar M', 'Ekinci F', 'Erdogan AP']	41523909
Cancer-derived inflammation is associated with bevacizumab resistance and inferior clinical outcomes in patients with metastatic colorectal cancer.	BACKGROUND: Cancer-derived inflammation has been shown to attenuate the efficacy of chemotherapy (CT) in colorectal cancer. However, its role in clinical response to bevacizumab (Bev) remains unclear in patients with metastatic colorectal cancer (mCRC). OBJECTIVES: To investigate the clinical significance of the fibrinogen-to-prealbumin ratio (FPR) as a biomarker in mCRC patients receiving first-line Bev plus CT (Bev/CT). DESIGN: A retrospective, single-center, observational study. METHODS: Patients treated with first-line Bev/CT were enrolled across discovery (n = 249), internal validation (n = 115), and external validation (n = 109) cohorts, along with a patient group receiving CT alone (n = 175). Propensity score matching was performed to balance baseline characteristics between the Bev/CT- and CT-treated groups. The primary endpoints were disease control rate (DCR) and progression-free survival (PFS), and 1-year overall survival (OS) was designated as a secondary endpoint. RESULTS: Elevated pretreatment FPR was significantly associated with increased tumor burden. FPR-H patients exhibited an unfavorable DCR compared to the FPR-L patients in the overall Bev/CT-treated population (adjusted odds ratio (OR) = 2.18, 95% confidence interval (CI) = 1.32-3.61, p < 0.01). FPR-H was also independently associated with shorter PFS in the discovery (p (log-rank) < 0.01, adjusted hazard ratio (HR) = 1.51, 95% CI = 1.11-2.05), internal validation (p (log-rank) < 0.01, adjusted HR = 2.47, 95% CI = 1.43-4.27), and external validation cohorts (p (log-rank) < 0.001, adjusted HR = 2.28, 95% CI = 1.43-3.64), regardless of KRAS status, particularly in the microsatellite stable subgroup. Furthermore, FPR-H patients had significantly worse 1-year OS than the FPR-L subgroup in the overall population (p (log-rank) < 0.001; adjusted HR = 2.86, 95% CI = 1.78-4.61). Dynamic monitoring of FPR demonstrated utility in tracking disease progression during Bev/CT treatment, with earlier detection capability compared to imaging-based assessment. In propensity score-matched analysis, patients receiving Bev/CT showed superior outcomes relative to those receiving CT alone (p (log-rank) < 0.001), especially among the FPR-L subgroup (p (log-rank) < 0.01). In addition, Bev/oxaliplatin-treated FPR-L cases achieved better outcomes than those receiving the Bev/irinotecan regimen, particularly in the subgroup undergoing palliative resection. CONCLUSION: Cancer-derived inflammation appears to play a crucial role in mediating both intrinsic and acquired resistance to Bev. The FPR emerges as a robust, independent biomarker for predicting response to Bev, monitoring disease progression, and informing personalized therapeutic decision-making in patients with mCRC.	Therapeutic advances in medical oncology	2026	['Li YN', 'Wu Y', 'Deng FW', 'Lu Y', 'Song GB', 'Xiang L', 'Peng T', 'Cheng XX', 'Ying HQ']	41523907
A Case Report of Non-Neutralizing Acquired Factor V Inhibitor Mimicking Deficiency: Diagnostic Challenges and Therapeutic Implications.	Acquired Factor V (FV) deficiency due to inhibitors is a rare coagulopathy that presents significant diagnostic and therapeutic challenges. We report the case of an 81-year-old male with persistent gross hematuria and severe coagulopathy, marked by prolonged prothrombin time (PT), activated partial thromboplastin time (aPTT), and critically low FV activity (< 1%). Initial mixing studies corrected the coagulation abnormalities, suggesting a deficiency rather than an inhibitor; however, standard therapies failed. Fresh frozen plasma (FFP) did not elevate FV levels, and recombinant activated Factor VII (rFVIIa) did not resolve his symptoms, raising suspicion for a non-neutralizing inhibitor that depletes FV by increasing clearance. Clinical improvement was achieved with platelet transfusions, and his FV level normalized after treatment with rituximab and intravenous immunoglobulin (IVIG). PT and aPTT improved from 60 and > 200 to 12 and 32, respectively. It has remained normal with subsequent maintenance immunosuppression with rituximab. This case illustrates the diagnostic complexity created by non-neutralizing FV inhibitors, which accelerate factor clearance without directly impairing activity. It highlights the critical need for integrating clinical and laboratory findings to guide tailored treatment in managing rare coagulopathies.	Case reports in hematology	2026	['Kalantri S', 'Pachika P', 'Balasubramanian S', 'Alquran B', 'McCoy M', 'Sharma V']	41523906
Establishing a Consensus Algorithm for H. Pylori Screening, Diagnosis, Initial Management, and Referral Protocols for Primary Care Physicians.	BACKGROUND: Helicobacter pylori (H. pylori) infection is a significant public health concern, contributing to various gastrointestinal disorders, including peptic ulcers and gastric cancer. The infection is highly prevalent in Africa, but still diagnostic and treatment challenges persist in primary care settings. Effective treatment regimens are therefore crucial for eradicating this infection and preventing complications. This study aimed to develop a consensus-based algorithm for H. pylori management optimized for Primary care settings utilizing data from primary care physicians, patient screening, and treatments. METHODOLOGY: A cross-sectional study was conducted among forty-four primary care physicians involved in diagnosing and treating H. pylori infection. They were provided with a data Collection Form (DCF) and an H. pylori rapid antibody test kit. All the questionnaire responses and the result of rapid antibody test were recorded and analyzed. A panel of experts involving senior family medicine doctors, and a gastroenterologist via a modified Delphi process of discussions on the DCF responses, and test results from the 44 physicians arrived at a consensus-based treatment algorithm developed to guide clinical decision-making for H. pylori management. RESULTS: This study comprised 245 patients with a female preponderance and mean age of 35.0+/-11.5 years. The most common symptoms from the DCF were epigastric pain, nausea/vomiting and bloating in 74.5%, 52.7% and 35% respectively while the mean duration of symptoms was 3weeks. Constipation and irritability were the least common symptoms with heartburn reported less frequently in the H. Pylori positive cases. 79.9% of the 245 patients were H. Pylori treatment naive with a higher likelihood (57.1%) of having a positive antibody test. It was recommended that both treatment experienced and naive patients with epigastric or abdominal pain, nausea vomiting and/or bloating with symptom duration > 2weeks be tested and eradicated while those with alarm symptoms be referred to the specialist. CONCLUSION: The proposed algorithm provides a comprehensive guide for Physicians at the primary and secondary care level in selecting the most effective treatment regimen for H. pylori infection. H. Pylori antibody testing is a primary screening tool for patients with persistent symptoms or those lasting greater than 2weeks and where positive confirmatory test is recommended.	Nigerian medical journal : journal of the Nigeria Medical Association	2025 Jul-Aug	['Abere S', 'Sixtus O', 'Koko-James N']	41523880
Anti-PD-1/PD-L1 Immunotherapy as a Potential Treatment Option for Lung Cancer: A Perspective Analysis of Opportunities and Challenges.	"BACKGROUND AND AIMS: Anti-PD-1/PD-L1 immunotherapy has changed the treatment landscape of lung cancer. This new approach provides the ability to revitalize the immune system to specifically target and kill cancer cells, thereby creating a new treatment paradigm for patients with non-small cell lung cancer (NSCLC). METHODS: In this study, relevant information was extracted from published articles available on PubMed, Scopus, and Google Scholar. The keywords ""PD-1"", ""PD-L1"", ""Immunotherapy"", and ""NSCLC"" were used to search for relevant information. RESULTS: Despite the promise of durable responses to treatment and overall survival benefits, there are many challenges related to anti-PD-1/PD-L1 therapies, including immune escape, patient heterogeneity, and immune-related side effects. In this study, we discuss the rationale for targeting the PD-1/PD-L1 axis, the complex mechanism of immune activation and resistance, innovative ideas, and future directions for the field to enhance anti-PD-1/PD-L1 outcomes. CONCLUSION: Investigating resistance mechanisms and developing innovative treatment strategies are essential to optimize the clinical benefits of PD-1/PD-L1 immunotherapy for NSCLC."	Health science reports	2026 Jan	['Mohiuddin M']	41523849
National Health Commission guidelines for diagnosis and treatment of colorectal cancer in China (2025 edition, English version).	"The National Health Commission of the People's Republic of China Guidelines for Diagnosis and Treatment of Colorectal Cancer (2025 edition), based on evidence-based medicine, integrates cutting-edge international advances with Chinese clinical practice, and supplements and completes the previous versions. This version of the guidelines, retains the core diagnostic and treatment framework, highlights new contents such as ""Surgical treatment of anal canal cancer"" and ""New technologies and advances in diagnosis and treatment"", and systematically summarizes the core points in the surgical treatment, medical oncology treatment, radiation oncology treatment, imaging, and pathology treatment. It is designed to help clinicians quickly grasp the key points of the guidelines and promote the standardization, precision, and consistence of colorectal cancer diagnosis and treatment."	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2025 Dec 30	['Republic Of China Chinese Medical Association Oncology Branch DOMANHCOTP']	41523844
Factors associated with neoadjuvant therapy insensitivity and its prognostic impact in HER2-positive breast cancer.	OBJECTIVE: A subset of patients with human epidermal growth factor receptor 2 positive (HER2+) breast cancer shows insensitivity to neoadjuvant therapy (NAT), often evidenced by imaging results indicating stable disease (SD) or progressive disease (PD), which may reflect intrinsic resistance to treatment. We aimed to investigate the factors associated with NAT insensitivity and its prognostic value in HER2+ breast cancer. METHODS: This study included consecutive patients with HER2+ breast cancer who received NAT consisting of chemotherapy combined with anti-HER2 monoclonal antibodies. NAT insensitivity was defined as SD or PD on the basis of treatment response evaluations. Statistical analyses were conducted on the collected clinical data, and HER2 heterogeneity was subsequently assessed. RESULTS: A total of 541 patients were included in the study, among whom 63 (11.6%) were categorized as NAT-insensitive group and 478 (88.4%) as NAT-sensitive group. Hormone receptor (HR) status (P=0.033), HER2 status (P=0.036) and anti-HER2 therapy (P=0.007) were associated with NAT sensitivity. NAT-insensitive group had a significantly shorter event-free survival (EFS) (3-year: 69.4% vs. 94.3%; P<0.001) and remained an independent prognostic factor according to Cox models [hazard ratio (HR)=8.637; 95% confidence interval (95% CI), 3.091-24.136; P<0.001]. Exploratory analysis revealed a greater proportion of HER2 heterogeneity in the NAT-insensitive group (19.4% vs. 4.3%; P=0.035). CONCLUSIONS: HR positivity, HER2 2+/fluorescence in situ hybridization (FISH)+ status, and trastuzumab monotherapy are associated with NAT insensitivity, and NAT insensitivity independently indicates poor EFS. This study also highlights the need for prospective studies to clarify the role of HER2 heterogeneity and other mechanisms involved in predicting the response to NAT.	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2025 Dec 30	['Han Y', 'Lan B', 'Peng Z', 'Jia Y', 'Ji D', 'Tian X', 'Yang Y', 'Sang D', 'Xue X', 'Wang J', 'Ma F', 'Luo Y', 'Zhang P', 'Xu B', 'Fan Y']	41523841
Development and validation of a clinical risk-prediction model for immune checkpoint inhibitor-related pneumonitis in patients with gastrointestinal cancer based on four machine learning algorithms.	OBJECTIVE: Immune checkpoint inhibitor-related pneumonitis (ICIP) is a common and potentially life-threatening adverse event with non-specific symptoms. It is of significance to identify high-risk population of ICIP. However, existing prediction models for ICIP are often limited by their reliance on clinically inaccessible variables and homogeneous methodologies, hindering their clinical utility. This study aimed to develop a clinical risk-prediction model for ICIP in patients with gastrointestinal (GI) cancer based on four machine learning (ML) methods. METHODS: We conducted a retrospective analysis of data from GI cancer patients who received immune checkpoint inhibitors (ICIs) between 2018 and 2022 in Beijing Cancer Hospital. For each patient, 36 clinical indicators associated with pneumonia risk were gathered. The dataset was split into training and testing sets in a ratio of 7:3. Variable selection was first performed using Least Absolute Shrinkage and Selection Operator (LASSO) regression. Subsequently, four ML algorithms: logistic regression (LR), random forest (RF), Support vector machine (SVM), and Adaptive Boosting (AdaBoost), were employed to develop and validate ICIP prediction models. The models' performance was assessed using sensitivity, specificity, precision, F1-score, and the area under the receiver operating characteristic curve (AUC) value. The optimal cutoff point for the best model was determined and a web-based tool was developed based on it. RESULTS: We collected medical data from 1,101 GI cancer patients. Ten predictive variables were identified as significant: gender, age, treatment line, smoking index, drinking history, lung metastasis, neutrophil-to-lymphocyte ratio, platelet-to-lymphocyte ratio, hemoglobin, and albumin. After constructing and comparing four ML models, the RF model demonstrated best performance with an AUC of 0.899. The web-based tool for ICIP risk prediction is available at https://healthy.aistarfish.com/business/pneumonia-prediction/#/home. CONCLUSIONS: We analyzed 36 clinical predictors of ICIP in 1,101 patients treated with ICIs, and 10 variables were included. The smoking index, albumin and hemoglobin emerged as novel predictors specific to GI cancers. Among the models constructed using four ML methods, the RF model showed the best performance. Additionally, a web-based tool was developed to facilitate the early clinical identification of populations at high risk of ICIP. Future directions include external validation of the model to enhance clinical usability.	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2025 Dec 30	['Wang Y', 'Zhang L', 'Su Z', 'Lian X', 'Lu Z']	41523839
Evolving diagnostic and surveillance strategies in esophageal cancer screening: Evidence from population-based studies in China.	Esophageal cancer (EC) is one of the most common malignancies in China, accounting for over half of the world's new cases and deaths, and posing a severe threat to national health. Currently, the prevention and control of EC primarily rely on secondary prevention through screening, early diagnosis and early treatment to reduce EC-specific mortality. Upper gastrointestinal endoscopy with Lugol's iodine or optical staining followed by histopathological diagnosis of biopsy samples, serves as the gold standard for EC screening and has been widely implemented in numerous national public health programs for early cancer detection and treatment. Nevertheless, traditional pathology-centered diagnostic and surveillance strategies face significant challenges in current screening practices. Relying on large-scale population-based screening cohorts, including the Efficacy of Endoscopic Screening for Esophageal Cancer in China (ESECC) trial (ClinicalTrials.gov, identifier NCT01688908), a series of investigations into the diagnosis and surveillance of EC screening provided critical new insights and evidence for optimizing endoscopic screening strategies for EC in China. Summarizing relevant research findings from the above investigations, this article provides a systematic review of the epidemiology, current screening diagnostic and surveillance strategies, existing challenges, and key innovations related to EC. These insights offer valuable guidance for public health practice and clinical decision-making in the prevention and screening of EC and other cancers.	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2025 Dec 30	['He Z', 'Ke Y']	41523838
Epidemiology, early detection, and management of breast cancer in China: A comprehensive review.	Breast cancer represents a significant and growing public health challenge in China, marked by a rising incidence and distinct variations across age groups and geographical regions. This review synthesizes recent evidence regarding the epidemiology, early detection, and early treatment in the Chinese context. We outline current patterns of disease burden and the spectrum of risk factors-both modifiable and non-modifiable. We note ongoing shifts linked to reproductive trends, lifestyle changes, and an aging population. Screening practices are increasingly evolving towards stratified, risk-adapted pathways. These approaches often combine mammography with adjunct imaging modalities such as ultrasound, digital breast tomosynthesis, or magnetic resonance imaging for selected populations, while artificial intelligence is under active investigation to enhance image interpretation and streamline workflow. Contemporary early management strategies emphasize breast-conserving surgery and selective axillary surgery, alongside the expanded application of hypofractionated and precision-targeted radiotherapy. Systemic therapy is increasingly guided by tumor subtype. In the adjuvant setting, molecular profiling and multigene assays are now routinely utilized to tailor treatment intensity to individual tumor biology, facilitating both treatment escalation or de-escalation where appropriate. Concurrently, in the neoadjuvant setting, research efforts within China and globally are focused on evaluating novel therapeutic regimens and biomarker-driven strategies to improve pathologic complete response rates and inform subsequent postoperative care. A consolidated understanding of these evolving themes is crucial for shaping effective clinical practice and health policies, ultimately supporting the goals of earlier diagnosis and improved patient outcomes in China.	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2025 Dec 30	['Xu H', 'Xu B']	41523836
Hematology specialist nurse-led continuity-of-care for high-risk hematopoietic cell transplantation recipients.	No Abstract Available	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2025 Dec 30	['Wang T', 'Wu L', 'Jin A', 'Zhu X', 'Xie W', 'Fang Y', 'Chai Y', 'Luan S', 'Du X', 'Kenyon M', 'Yan X']	41523835
